'Page number,'Layout,'Text,'Reading Order,'Confidence score % (Layout)
'4,'Header 7,"'9/25/24, 1:46 PM",'43,'86.42578125
'4,'Page number 4,"'p2-cv",'44,'66.55273438
'4,'List 1,"",'45,'86.91406250
'4,'Text 20 - Part of List 1,"'1 $ git status",'46,'80.37109375
'4,'Text 21 - Part of List 1,"'2 On branch main",'47,'91.35742188
'4,'Text 22 - Part of List 1,"'3 Your branch is up-to-date with 'origin/main'",'48,'96.04492188
'4,'Text 23 - Part of List 1,"'4",'49,'30.07812500
'4,'Text 24 - Part of List 1,"'5 nothing to commit, working tree clean",'50,'95.75195313
'4,'Text 25 - Part of List 1,"'6 $ git remote -V -",'51,'81.34765625
'4,'Text 26 - Part of List 1,"'7 origin https://github.com/awdeorio/p2-cv.git (fetch)",'52,'94.33593750
'4,'Text 27 - Part of List 1,"'8 origin https://githubcom/awdeorio/p2-cv.git (push)",'53,'93.11523438
'4,'Text 28,"'You should have a gitignore file (instructions).",'54,'77.24609375
'4,'List 2,"",'55,'39.03808594
'4,'Text 29 - Part of List 2,"'1 $ pwd",'56,'25.24414063
'4,'Text 30 - Part of List 2,"'2 /Users/awdeorio/src/eecs280/p2-cv",'57,'35.98632813
'4,'Text 31 - Part of List 2,"'3 $ head gitignore",'58,'32.17773438
'4,'Text 32 - Part of List 2,"'4 # This is a sample gitignore file that's useful for C++ projects.",'59,'40.45410156
'4,'Section header 4,"'Group registration",'60,'83.98437500
'4,'Text 33,"'5",'61,'30.27343750
'4,'Text 34,"'Register your partnership (or working alone) on the Autograder using the direct link in the Submission and Grading section. Then, submit the code you have.",'62,'92.08984375
'4,'Section header 5,"'Matrix Module",'63,'85.20507813
'4,'Text 35,"'Create a Matrix abstract data type (ADT). Write implementations in Matrix.cpp for the functions declared in Matrix.hpp .",'64,'91.25976563
'4,'Text 36,"'Run the public Matrix tests.",'65,'73.48632813
'4,'List 3,"",'66,'83.20312500
'4,'Text 37 - Part of List 3,"'1 $ make Matrix_public_tests.exe",'67,'91.89453125
'4,'Text 38 - Part of List 3,"'2 $ ./Matrix_public_tests.exe",'68,'89.99023438
'4,'Text 39,"'Complete the EECS 280 Unit Test Framework Tutorial.",'69,'84.32617188
'4,'Text 40,"'Write tests for Matrix in Matrix_tests.cpp using the unit test framework. You'll submit these tests to the autograder. See the Unit Test Grading section.",'70,'92.62695313
'4,'List 4,"",'71,'77.68554688
'4,'Text 41 - Part of List 4,"'1 $ make Matrix_tests.exe",'72,'95.26367188
'4,'Text 42 - Part of List 4,"'2 $ ./Matrix_tests.exe",'73,'95.16601563
'4,'Text 43,"'Submit Matrix.cpp and Matrix_tests.cpp to the Autograder using the link in the Submission and Grading section.",'74,'92.77343750
'4,'Section header 6,"'Setup",'75,'62.89062500
'4,'Footer 4,"'file:///home/runner/work/p2-cv/p2-cv/_site/index.htr",'76,'73.09570313
'4,'Footer 5,"'4/28",'77,'41.57714844
'5,'Header 8,"'9/25/24, 1:46 PM",'78,'73.92578125
'5,'Header 9,"'p2-cv",'79,'53.41796875
'5,'Text 44,"'Rename these files (VS Code (macOS), VS Code (Windows), Visual Studio, Xcode, CLI):",'80,'51.46484375
'5,'List 5,"",'81,'95.01953125
'5,'Text 45 - Part of List 5,"'Matrix.cpp.starter -> Matrix.cpp",'82,'96.28906250
'5,'Text 46 - Part of List 5,"'Matrix_tests.cpp.starter -> Matrix_tests.cpp",'83,'98.04687500
'5,'Text 47,"'The Matrix tests should compile and run. Expect them to fail at this point because the Matrix.cpp starter code contains function stubs.",'84,'96.72851563
'5,'List 6,"",'85,'94.14062500
'5,'Text 48 - Part of List 6,"'1 $ make Matrix_public_tests.exe",'86,'97.46093750
'5,'Text 49 - Part of List 6,"'2 $ ./Matrix_public_tests.exe",'87,'97.65625000
'5,'Text 50 - Part of List 6,"'3 $ make Matrix_tests.exe",'88,'96.92382813
'5,'Text 51 - Part of List 6,"'4 $ ./Matrix_tests.exe",'89,'95.41015625
'5,'Text 52,"'Configure your IDE to debug either the public tests or your own tests.",'90,'91.01562500
'5,'Table 4,"",'91,'92.38281250
'5,'Section header 7,"'Interface",'92,'54.78515625
'5,'Footer 6,"'file:///home/runner/work/p2-cv/p2-cv/_site/index.html",'93,'92.33398438
'5,'Page number 5,"'5/28",'94,'69.09179688
'6,'Header 10,"'9/25/24, 1:46 PM",'95,'57.56835938
'6,'Header 11,"'p2-cv",'96,'57.66601563
'6,'Text 53,"'A matrix is a two-dimensional grid of elements. For this project, matrices store integer elements and we will refer to locations by row/column. For example, here's a 3x5 matrix.",'97,'93.01757813
'6,'Text 54,"'The Matrix. hpp file defines a Matrix struct to represent matrices and specifies the interface for functions to operate on them. Dimensions of 0 are not allowed.",'98,'87.84179688
'6,'Text 55,"'To create a Matrix, , first declare a variable and then use an initializer function.",'99,'84.86328125
'6,'List 7,"",'100,'91.30859375
'6,'Text 56 - Part of List 7,"'1 Matrix m; // create a Matrix object in local memory",'101,'93.40820313
'6,'Text 57 - Part of List 7,"'2 Matrix_init(&m, 100, 100) ; // initialize it as a 100x100 matrix",'102,'96.14257813
'6,'Text 58,"'Once a Matrix is initialized, it is considered valid. Now we can use any of the functions declared in Matrix. hpp to operate on it.",'103,'92.23632813
'6,'List 8,"",'104,'26.29394531
'6,'Text 59 - Part of List 8,"'1 Matrix_fill(&m, 0) ; // fill with zeros",'105,'32.98339844
'6,'Text 60 - Part of List 8,"'2",'106,'26.22070313
'6,'Text 61 - Part of List 8,"'3 // fill first row with ones",'107,'26.66015625
'6,'Text 62 - Part of List 8,"'4 for (int C = O; C V Matrix_width(m) ; ++c) {",'108,'29.22363281
'6,'Text 63 - Part of List 8,"'5 *Matrix_at(&m, O, c) = 1; // see description below 6 } 7 8 Matrix_print (&m, cout) ; // print matrix to cout",'109,'26.90429688
'6,'Text 64,"'Access to individual elements in a Matrix is provided through a pointer to their location, which can be retrieved through a call to Matrix_at . To read or write the element, you just dereference the pointer.",'110,'93.01757813
'6,'Text 65,"'The RMEs in Matrix. hpp give a full specification of the interface for each Matrix function.",'111,'82.17773438
'6,'Section header 8,"'Implementation",'112,'65.47851563
'6,'Text 66,"'The Matrix struct looks like this:",'113,'76.85546875
'6,'Text 67,"'1 struct Matrix { 2 int width; 3 int height; 4 std: ::vector<int> data; 5 };",'114,'43.87207031
'6,'Text 68,"'Matrix stores a 2D grid of numbers in an underlying one-dimensional vector, which in turn stores its elements in a one-dimensional array.",'115,'82.37304688
'6,'Footer 7,"'file:///home/runner/work/p2-cv/p2-cv/_site/index.htm",'116,'89.01367188
'6,'Page number 6,"'6/28",'117,'62.98828125
'7,'Header 12,"'9/25/24, 1:46 PM",'118,'88.96484375
'7,'Header 13,"'p2-cv",'119,'66.45507813
'7,'Table 5,"",'120,'53.51562500
'7,'Figure 5,"",'121,'71.14257813
'7,'Text 69,"'i Pro-tip: You will need to either create a vector with a given size, or resize an existing vector to that size. Here are some ways to do so:",'122,'85.98632813
'7,'List 9,"",'123,'72.85156250
'7,'Text 70 - Part of List 9,"'1 // create a vector with 100 elements, all initialized to the value O",'124,'89.69726563
'7,'Text 71 - Part of List 9,"'2 std::vector<int> vec (100, 0) ;",'125,'65.57617188
'7,'Text 72 - Part of List 9,"'3",'126,'53.80859375
'7,'Text 73 - Part of List 9,"'4 // modify an existing vector to have 200 elements with value O 5 vec.assign (200, 0);",'127,'59.71679688
'7,'Text 74 - Part of List 9,"'6",'128,'48.14453125
'7,'Text 75 - Part of List 9,"'7 // replace an existing vector with a new one containing 50 elements, 8 // all initialized to the value O",'129,'83.30078125
'7,'Text 76 - Part of List 9,"'9 vec = std: : vector<int> (50, 0);",'130,'67.67578125
'7,'Text 77,"'Each of the functions in the Matrix module takes a pointer to the Matrix that is supposed to be operated on. In your implementations of these functions, you should access the width , height , and data members of that Matrix , but this is the only place you may do so. To all other code, the individual members are an implementation detail that should be hidden behind the provided interfaces for the Matrix module.",'131,'95.75195313
'7,'Text 78,"'Your Matrix_at functions will need to perform the appropriate arithmetic to convert from a (row,column) pair to an index in the vector. This function does not require a loop, and you'll find your implementation will be very slow if you use a loop.",'132,'92.18750000
'7,'Text 79,"'There are two versions of the Matrix_at function to support element access for both const and non-const matrices. The constness of the pointer returned corresponds to the Matrix passed in. The implementations for these will be identical.",'133,'91.40625000
'7,'Text 80,"'Remember that you may call any of the functions in a module as part of the implementation of another, and in fact you should do this if it reduces code duplication. In particular, only the Matrix_init and Matrix_at functions should access the data member directly. All other functions should access elements by calling Matrix_at() as a helper. functions instead.",'134,'92.67578125
'7,'Figure 6,"",'135,'30.24902344
'7,'Text 81,"'i Pro-tip: Use assert( to check the conditions in the REQUIRES clause. If other code breaks the interface, that's a bug and you want to know right away! Here's an example.",'136,'90.96679688
'7,'Text 82,"'1",'137,'61.32812500
'7,'Text 83,"'// REQUIRES: mat points to a valid Matrix // O row row Matrix_height(&mat)",'138,'33.54492188
'7,'Text 84,"'2",'139,'56.39648438
'7,'Footer 8,"'file:///home/runner/work/p2-cv/p2-cv/_site/index.htm",'140,'75.34179688
'7,'Page number 7,"'7/28",'141,'53.41796875
'8,'Header 14,"'9/25/24, 1:46 PM",'142,'50.19531250
'8,'Page number 8,"'p2-cv",'143,'42.72460938
'8,'Text 85,"'3 // O <= column && column < Matrix_width(&mat) 4 // EFFECTS: Returns a pointer to the element in 5 // the Matrix at the given row and column. 6 int* Matrix_at (Matrix* mat, int row, int column) { 7 assert( <= row && row V mat->height) 8 assert(0 <= column && column V mat->width); 9 // 10 }",'144,'27.66113281
'8,'Text 86,"'Some things can't be checked, for example that a pointer points to a valid Matrix",'145,'50.48828125
'8,'Section header 9,"'Testing",'146,'52.24609375
'8,'Text 87,"'Test your Matrix functions to ensure that your implementations conform to specification in the RME.",'147,'82.37304688
'8,'Text 88,"'Heed the Small Scope Hypothesis. There is no need for large Matrix structs. (Other than an as edge case for max size.) Think about what makes tests meaningfully different.",'148,'81.88476563
'8,'Text 89,"'Respect the interfaces for the modules you are testing. Do not access member variables of the structs directly. Do not test inputs that break the REQUIRES clause for a function.",'149,'90.47851563
'8,'Table 6,"",'150,'64.25781250
'8,'Text 90,"'Sometimes you need to use one Matrix one function while testing another. For example, you need Matrix_at to test Matrix_fill",'151,'79.44335938
'8,'Table 7,"",'152,'31.56738281
'8,'Footer 9,"'file:///home/runner/work/p2-cv/p2-cv/_site/index.html",'153,'86.57226563
'8,'Page number 9,"'8/28",'154,'73.09570313
'9,'Header 15,"'9/25/24, 1:46 PM",'155,'52.63671875
'9,'Header 16,"'p2-cv",'156,'52.24609375
'9,'Table 8,"",'157,'55.81054688
'9,'Text 91,"'Use an ostringstream to test Matrix_print() .",'158,'54.00390625
'9,'Table 9,"",'159,'61.13281250
'9,'Text 92,"'In your Matrix tests, you may use the functions provided in Matrix_test_helpers.hpp . Do not use Image_test_helpers.hpp in your Matrix tests.",'160,'87.93945313
'9,'Section header 10,"'Image Module",'161,'77.73437500
'9,'Text 93,"'Create an Image abstract data type (ADT). Write implementations in Image.cpp for the functions declared in Image.hpp .",'162,'95.70312500
'9,'Text 94,"'Run the public Image tests.",'163,'88.03710938
'9,'List 10,"",'164,'89.89257813
'9,'Text 95 - Part of List 10,"'1 $ make Image_public_tests.exe",'165,'97.31445313
'9,'Text 96 - Part of List 10,"'2 $ /Image_public_tests.exe",'166,'97.16796875
'9,'Text 97,"'Write tests for Image in Image_tests.cpp using the Unit Test Framework. You'll submit these tests to the autograder. See the Unit Test Grading section.",'167,'92.38281250
'9,'Footer 10,"'file:///home/runner/work/p2-cv/p2-cv/_site/index.htm",'168,'89.16015625
'9,'Page number 10,"'9/28",'169,'79.83398438
'10,'Header 17,"'9/25/24, 1:46 PM",'170,'89.50195313
'10,'Header 18,"'p2-cv",'171,'71.48437500
'10,'Header 19,"'1 $ make Image_tests.exe",'172,'37.67089844
'10,'Header 20,"'2 $ ./Image_tests.exe",'173,'44.94628906
'10,'Text 98,"'Submit Image.cpp and Image_tests.cpp to the Autograder using the link in the Submission and Grading section.",'174,'90.03906250
'10,'Section header 11,"'Setup",'175,'65.47851563
'10,'Text 99,"'Rename these files (VS Code (macOS), VS Code (Windows), Visual Studio, Xcode, CLI):",'176,'87.89062500
'10,'List 11,"",'177,'96.28906250
'10,'Text 100 - Part of List 11,"'Image.cpp.starter -> Image.cpp",'178,'96.92382813
'10,'Text 101 - Part of List 11,"'Image_tests.cpp.starter -> Image_tests.cpp",'179,'97.55859375
'10,'Text 102,"'The Image tests should compile and run. Expect them to fail at this point because the Image.cpp starter code contains function stubs.",'180,'96.14257813
'10,'List 12,"",'181,'95.31250000
'10,'Text 103 - Part of List 12,"'1 $ make Image_public_tests.exe",'182,'97.70507813
'10,'Text 104 - Part of List 12,"'2 $ Image_public_tests.exe",'183,'96.67968750
'10,'Text 105 - Part of List 12,"'3 $ make Image_tests.exe",'184,'97.36328125
'10,'Text 106 - Part of List 12,"'4 $ ./Image_tests.exe",'185,'97.11914063
'10,'Text 107,"'Write tests for Image in Image_tests.cpp using the Unit Test Framework. You'll submit these tests to the autograder. See the Unit Test Grading section.",'186,'94.62890625
'10,'List 13,"",'187,'92.67578125
'10,'Text 108 - Part of List 13,"'1 $ make Image_tests.exe",'188,'96.77734375
'10,'Text 109 - Part of List 13,"'2 $ ./Image_tests.exe",'189,'95.80078125
'10,'Text 110,"'Configure your IDE to debug either the public tests or your own tests.",'190,'90.86914063
'10,'Table 10,"",'191,'91.35742188
'10,'Footer 11,"'file:///home/runner/work/p2-cv/p2-cv/_site/index.html",'192,'87.35351563
'10,'Page number 11,"'10/28",'193,'63.96484375
'11,'Header 21,"'9/25/24, 1:46 PM",'194,'69.43359375
'11,'Header 22,"'p2-cv",'195,'57.76367188
'11,'Table 11,"",'196,'70.80078125
'11,'Section header 12,"'Interface",'197,'70.50781250
'11,'Text 111,"'An Image is similar to a Matrix , but contains Pixel S instead of integers. Each Pixel includes three integers, which represent red, green, and blue (RGB) color components. Each component takes on an intensity value between 0 and 255. The Pixel type is considered ""Plain Old Data"" (POD), which means it doesn't have a separate interface. We just use its member variables directly. Here is the Pixel struct and some examples:",'198,'81.83593750
'11,'Figure 7,"",'199,'78.46679688
'11,'Text 112,"'Below is a 5x5 image and its conceptual representation as a grid of pixels.",'200,'70.01953125
'11,'Text 113,"'Dimensions of 0 are not allowed. To create an Image , first declare a variable and then use an initializer function. There are several initializer functions, but for now we'll just use the basic one.",'201,'89.25781250
'11,'List 14,"",'202,'82.91015625
'11,'Text 114 - Part of List 14,"'1 Image img; // create an Image object in local memory",'203,'85.25390625
'11,'Text 115 - Part of List 14,"'2 Image_init (&img, 5, 5) ; // initialize it as a 5x5 image",'204,'86.47460938
'11,'Text 116,"'Once an Image is initialized, it is considered valid. Now we can use any of the functions declared in Image. hpp to operate on it.",'205,'74.07226563
'11,'Footer 12,"'file:///home/runner/work/p2-cv/p2-cv/_site/index.htm",'206,'87.01171875
'11,'Page number 12,"'11/28",'207,'64.79492188
'12,'Header 23,"'9/25/24, 1:46 PM",'208,'84.71679688
'12,'Page number 13,"'p2-cv",'209,'53.02734375
'12,'Key value 1,"",'210,'56.10351563
'12,'Text 117,"'To read and write individual Pixel S in an Image , use the Image_get_pixel and Image_set_pixel functions, respectively.",'211,'86.71875000
'12,'Text 118,"'The RMEs in Image. hpp give a full specification of the interface for each Image function.",'212,'87.89062500
'12,'Section header 13,"'PPM Format",'213,'87.25585938
'12,'Text 119,"'The Image module also provides functions to read and write Image S from/to the PPM image format. Here's an example of an Image and its representation in PPM.",'214,'96.53320313
'12,'Figure 8,"",'215,'46.97265625
'12,'Text 120,"'The PPM format begins with these elements, each separated by whitespace:",'216,'87.35351563
'12,'List 15,"",'217,'73.19335938
'12,'Text 121 - Part of List 15,"'P3 (Indicates it's a ""Plain PPM file"".)",'218,'94.82421875
'12,'Text 122 - Part of List 15,"'WIDTH HEIGHT (Image width and height, separated by whitespace.)",'219,'95.65429688
'12,'Text 123 - Part of List 15,"'255 (Max value for RGB intensities. We'll always use 255.)",'220,'93.89648438
'12,'Footer 13,"'file:///home/runner/work/p2-cv/p2-cv/_site/index.htm",'221,'74.56054688
'12,'Page number 14,"'12/28",'222,'74.41406250
'13,'Header 24,"'9/25/24, 1:46 PM",'223,'90.18554688
'13,'Header 25,"'p2-cv",'224,'73.38867188
'13,'Text 124,"'This is followed by the pixels in the image, listed with each row on a separate line. A pixel is written as three integers for its RGB components in that order, separated by whitespace.",'225,'98.63281250
'13,'Text 125,"'To write an image to PPM format, use the Image_print function that takes in a std::ostream This can be used in conjunction with file I/O to write an image to a PPM file. The Image_print function must produce a PPM using whitespace in a very specific way so that we can use diff to compare your output PPM file against a correct PPM file. See the RME for the full details.",'226,'97.21679688
'13,'Text 126,"'To create an image by reading from PPM format, use the Image_init function that takes in a std::istream This can be used in conjunction with file I/O to read an image from a PPM file. Because we may be reading in images generated from programs that don't use whitespace in the same way that we do, the Image_init function must accommodate any kind of whitespace used to separate elements of the PPM format (if you use C++ style I/O with >> , this should be no problem). Other than variance in whitespace (not all PPM files put each row on its own line, for example), you may assume any input to this function is in valid PPM format. (Some PPM files may contain ""comments"", but you do not have to account for these.)",'227,'96.82617188
'13,'Text 127,"'See Working with PPM Files for more information on working with PPM files and programs that can be used to view or create them on various platforms.",'228,'95.26367188
'13,'Section header 14,"'Implementation",'229,'82.91015625
'13,'Text 128,"'The Image struct looks like this:",'230,'95.80078125
'13,'Text 129,"'1 struct Image { 2 int width; 3 int height; 4 Matrix red_channel; 5 Matrix green_channel; 6 Matrix blue_channel; 7 };",'231,'80.12695313
'13,'Text 130,"'The Interface for Image makes it seem like we have a grid of Pixel S, but the Image struct actually stores the information for the image in three separate Matrix structs, one for each of the RGB color channels. There are no Pixel S in the underlying representation, so your Image_get_pixel function must pack the RGB values from each color Matrix into a Pixel to be returned. Likewise, Image_set_pixel must unpack RGB values from an input Pixel and store them into each Matrix .",'232,'95.99609375
'13,'Text 131,"'Each of the functions in the Image module takes a pointer to the Image that is supposed to be operated on. When you are writing implementations for these functions, you may be tempted to access members of the Matrix struct directly (e.g. Lmg->red_channel.width , img - >green_channel.data[x]! ). Don't do it! They aren't part of the interface for Matrix, and you should",'233,'95.99609375
'13,'Footer 14,"'file:///home/runner/work/p2-cv/p2-cv/_site/index.html",'234,'90.03906250
'13,'Page number 15,"'13/28",'235,'42.62695313
'14,'Header 26,"'9/25/24, 1:46 PM",'236,'69.77539063
'14,'Page number 16,"'p2-cv",'237,'38.03710938
'14,'Text 132,"'not use them from the outside. Instead, use the Matrix functions that are part of the interface (e.g. Matrix_width(&img->red_channel) , Matrix_at (&img->green_channel, r, c) ).",'238,'87.01171875
'14,'Text 133,"'In your implementation of the Image_init functions, space for the Matrix members will have already been allocated as part of the Image . However, you still need to initialize these with a call to Matrix_init to ensure they are the right size!",'239,'95.16601563
'14,'Text 134,"'The Image struct contains width and height members. These are technically redundant, since each of the Matrix members also keeps track of a width and height, but having them around should make the implementations for your functions easier to read.",'240,'94.48242188
'14,'Section header 15,"'Respect the Interfaces!",'241,'89.84375000
'14,'Text 135,"'Our goal is to use several modules that work together through well-defined interfaces, and to keep the implementations separate from those interfaces. The interfaces consist of the functions we provide in the .hpp file for the module, but NOT the member variables of the struct. The member variables are part of the implementation, not the interface!",'242,'96.87500000
'14,'Text 136,"'This means you may access member variables directly (i.e. using or ) when you're writing code within their module, but never from the outside world! For example, let's consider the Image module. If I'm writing the implementation of a function inside the module, like Image_print , it's fine to use the member variable height directly:",'243,'97.21679688
'14,'Text 137,"'1 void Image_print(const Image *img, std::ostream& os) { 2 3 // loop through all the rows 4 for (int r = 0; r img->height; ++r) { 5 // do something 6 } 7 8 }",'244,'70.06835938
'14,'Text 138,"'This is fine, because we assume the person who implements the module is fully aware of all the details of how to use height correctly. However, if I'm working from the outside, then using member variables directly is very dangerous. This code won't work right:",'245,'96.19140625
'14,'Text 139,"'1 int main { 2 // Make a 400x300 image (sort of) 3 Image img; 4 img. width = 400; 5 img. height = 300; 6 // do something with img but it doesn't work ( 7 8 }",'246,'46.97265625
'14,'Footer 15,"'file:///home/runner/work/p2-cv/p2-cv/_site/index.html",'247,'82.51953125
'14,'Page number 17,"'14/28",'248,'65.38085938
'15,'Header 27,"'9/25/24, 1:46 PM",'249,'76.26953125
'15,'Header 28,"'p2-cv",'250,'62.50000000
'15,'Text 140,"'The problem is that we ""forgot"" about initializing the width and height of the Matrix structs that make up each color channel in the image. Instead, we should have used the Image_init function from the outside, which takes care of everything for us.",'251,'97.65625000
'15,'Text 141,"'Here's the big idea - we don't want the ""outside world"" to have to worry about the details of the implementation, or even to know them at all. We want to support substitutability, so that the implementation can change without breaking outside code (as long as it still conforms to the interface). Using member variables directly from the outside messes this all up. Don't do it! It could break your code and this will be tested on the autograder!",'252,'96.92382813
'15,'Text 142,"'An exception to this rule is the Pixel struct. It's considered to be a ""Plain Old Data"" (POD) type. In this case, the interface and the implementation are the same thing. It's just an aggregate of three ints to represent an RGB pixel - nothing more, nothing less.",'253,'93.89648438
'15,'Text 143,"'We should note there are patterns used in C-style programming that hide away the definition of a struct's members and prevent us from accidentally accessing them outside the correct module. Unfortunately, this causes complications that we don't have all the tools to deal with yet (namely dynamic memory management). We'll also see that C++ adds some built-in language mechanisms to control member accessibility. For now, you'll just have to be careful!",'254,'95.31250000
'15,'Section header 16,"'Copying Large Structs",'255,'91.35742188
'15,'Text 144,"'In many cases you will find it useful to copy Matrix and Image structs in your code. This is supported by the interface, so feel free to use it wherever useful. However, try to avoid making unnecessary copies, as this can slow down your code.",'256,'96.63085938
'15,'Text 145,"'As an example, let's say you wanted to add a border to a Matrix and print it without changing the original. You could write this:",'257,'93.94531250
'15,'List 16,"",'258,'34.96093750
'15,'Text 146 - Part of List 16,"'1",'259,'61.23046875
'15,'Text 147 - Part of List 16,"'2 // Assume we have a variable mat that points to a Matrix",'260,'84.17968750
'15,'Text 148 - Part of List 16,"'3",'261,'83.54492188
'15,'Text 149 - Part of List 16,"'// Make a copy of mat and add the border. original remains unchanged",'262,'47.75390625
'15,'Text 150 - Part of List 16,"'4",'263,'62.45117188
'15,'Text 151 - Part of List 16,"'5 Matrix mat_border = *mat; // need to dereference mat to copy it",'264,'48.14453125
'15,'Text 152 - Part of List 16,"'Matrix_fill_border (&mat_border, 0),",'265,'38.91601563
'15,'Text 153 - Part of List 16,"'7",'266,'78.46679688
'15,'Text 154 - Part of List 16,"'8 // print the bordered version 9 Matrix_print (&mat_border, os);",'267,'32.34863281
'15,'Text 155 - Part of List 16,"'6",'268,'42.52929688
'15,'Text 156 - Part of List 16,"'10",'269,'32.17773438
'15,'Section header 17,"'Testing",'270,'71.87500000
'15,'Footer 16,"'file:///home/runner/work/p2-cv/p2-cv/_site/index.html",'271,'86.08398438
'15,'Page number 18,"'15/28",'272,'63.08593750
'16,'Header 29,"'9/25/24, 1:46 PM",'273,'76.75781250
'16,'Header 30,"'p2-cv",'274,'73.87695313
'16,'Text 157,"'Respect the interfaces for the modules you are testing. Do not access member variables of the structs directly. Do not test inputs that break the REQUIRES clause for a function.",'275,'92.52929688
'16,'Text 158,"'You may use stringstreams to simulate file input and/or output for your unit tests. You may also use the image files dog.ppm . , crabster ppm , and horses.ppm , but no others.",'276,'85.35156250
'16,'Text 159,"'In your Image tests, you may use the functions provided in Image_test_helpers.hpp Do not use Matrix_test_helpers.hpp in your Image tests.",'277,'85.54687500
'16,'Section header 18,"'Processing Module",'278,'45.43457031
'16,'Text 160,"'The processing module contains several functions that perform image processing operations. Some of these provide an interface for content-aware resizing of images, while others correspond to individual steps in the seam carving algorithm.",'279,'96.24023438
'16,'Text 161,"'The main interface for using content-aware resizing is through the seam_carve , seam_carve_width and seam_carve_height functions. These functions use the seam carving algorithm to shrink either an image's width or height in a context-aware fashion. The seam_carve function adjusts both width and height, but width is always done first. For this project, we only support shrinking an image, so the requested width and height will always be less than or equal to the original values.",'280,'97.31445313
'16,'Text 162,"'Write implementations in processing. cpp for the functions declared in processing hpp .",'281,'92.91992188
'16,'Text 163,"'Run the public processing tests.",'282,'83.83789063
'16,'List 17,"",'283,'95.01953125
'16,'Text 164 - Part of List 17,"'1 $ make processing_public_tests.exe",'284,'98.33984375
